n,inst ,p0156,p06,p23,p237,p4,p1,p15,p015,p5,p0,p05,p01,p6,min_lat,max_lat
1028,MOVHLPS,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1029,MOVHPS,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10
1030,MOVHPS,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8
1031,MOVLHPS,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1032,MOVLPS,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10
1033,MOVLPS,0,0,1,0,0,0,0,0,1,0,0,0,0,5,8
1034,MOVMSKPS,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
1035,MOVNTPS,0,0,0,1,1,0,0,0,0,0,0,0,0,338,340
1036,MOVSS,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10
1037,MOVSS,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7
1038,MOVSS_0F10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1039,MOVSS_0F11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1040,MOVUPS,0,0,0,1,1,0,0,0,0,0,0,0,0,4,10
1041,MOVUPS,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7
1042,MOVUPS_0F10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1043,MOVUPS_0F11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1044,MULPS,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11
1045,MULPS,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
1046,MULSS,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11
1047,MULSS,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
1048,ORPS,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8
1049,ORPS,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1050,RCPPS,0,0,1,0,0,0,0,0,0,1,0,0,0,8,11
1051,RCPPS,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4
1052,RCPSS,0,0,1,0,0,0,0,0,0,1,0,0,0,8,11
1053,RCPSS,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4
1054,RSQRTPS,0,0,1,0,0,0,0,0,0,1,0,0,0,11,11
1055,RSQRTPS,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5
1056,RSQRTSS,0,0,1,0,0,0,0,0,0,1,0,0,0,11,11
1057,RSQRTSS,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5
1058,SHUFPS,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8
1059,SHUFPS,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1060,SQRTPS,0,0,1,0,0,0,0,0,0,1,0,0,0,19,19
1061,SQRTPS,0,0,0,0,0,0,0,0,0,1,0,0,0,12,13
1062,SQRTSS,0,0,1,0,0,0,0,0,0,1,0,0,0,19,19
1063,SQRTSS,0,0,0,0,0,0,0,0,0,1,0,0,0,12,13
1064,STMXCSR,0,1,0,1,1,0,0,0,0,1,0,0,0,10,10
1065,SUBPS,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11
1066,SUBPS,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
1067,SUBSS,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11
1068,SUBSS,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
1069,UCOMISS,0,0,1,0,0,0,0,0,0,1,0,0,0,3,8
1070,UCOMISS,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
1071,UNPCKHPS,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8
1072,UNPCKHPS,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1073,UNPCKLPS,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8
1074,UNPCKLPS,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1075,XORPS,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8
1076,XORPS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
